Edge,Index,Detector wafer bond pad,DCXpos,DCypos,DTGrouptype,DTGroupindex,DTGoupsection,DTPadlabel,DTPadxpos,DTPadypos,DTPixelrow,DTPixelcolumn,DTPixelsection,DTPixelxcenter,DTPixelycenter,DTRawangle,DTActualangle,DTSignaldescription,BiasName,Bias line,SQUID,SQUID_PIN,Mux chip position,x,y
XBC,XBC 222.00,111,43802.79,-34799.85,ColumnPad,4,B,R04+,45560.458,-35895.468,4,4,B,24259.956,0,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_15_+,18,24259.956,0
XBC,XBC 270.00,135,46452.79,-30209.91,ColumnPad,5,B,R04+,48210.458,-31305.534,4,5,B,26909.956,4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_39_+,18,26909.956,4589.935
XBC,XBC 318.00,159,49102.79,-25619.98,ColumnPad,6,B,R04+,50860.458,-26715.599,4,6,B,29559.956,9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_63_+,18,29559.956,9179.869
XBC,XBC 366.00,183,51752.79,-21030.04,ColumnPad,7,B,R04+,53510.458,-22125.664,4,7,B,32209.956,13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_23_+,17,32209.956,13769.804
XBC,XBC 414.00,207,54402.79,-16440.11,ColumnPad,8,B,R04+,56160.458,-17535.73,4,8,B,34859.956,18359.739,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_47_+,17,34859.956,18359.739
XBC,XBC 462.00,231,57052.79,-11850.18,ColumnPad,9,B,R04+,58810.458,-12945.795,4,9,B,37509.956,22949.673,112.5,112.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_7_+,16,37509.956,22949.673
XBC,XBC 510.00,255,59702.79,-7260.24,ColumnPad,10,B,R04+,61460.458,-8355.86,4,10,B,40159.956,27539.608,157.5,157.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_31_+,16,40159.956,27539.608
XBC,XBC 558.00,279,62352.79,-2670.31,ColumnPad,11,B,R04+,64110.458,-3765.926,4,11,B,42809.956,32129.542,112.5,112.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_55_+,16,42809.956,32129.542
XCC,XCC030,15,-62448.95,-2503.75,ColumnPad,0,C,R04+,-64276.616,-3478.131,4,0,C,-22729.978,-2650,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_15_+,15,-22729.978,-2650
XCC,XCC078,39,-59988.95,-6764.6,ColumnPad,1,C,R04+,-61816.616,-7738.976,4,1,C,-20079.978,-7239.935,112.5,-7.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_39_+,15,-20079.978,-7239.935
XCC,XCC126,63,-57338.95,-11354.53,ColumnPad,2,C,R04+,-59166.616,-12328.911,4,2,C,-17429.978,-11829.869,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_63_+,15,-17429.978,-11829.869
XCC,XCC174,87,-54688.95,-15944.47,ColumnPad,3,C,R04+,-56516.616,-16918.845,4,3,C,-14779.978,-16419.804,112.5,-7.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_23_+,14,-14779.978,-16419.804
XCC,XCC222,111,-52038.95,-20534.4,ColumnPad,4,C,R04+,-53866.616,-21508.78,4,4,C,-12129.978,-21009.739,157.5,37.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_47_+,14,-12129.978,-21009.739
XCC,XCC270,135,-49388.95,-25124.34,ColumnPad,5,C,R04+,-51216.616,-26098.715,4,5,C,-9479.978,-25599.673,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_7_+,21,-9479.978,-25599.673
XCC,XCC318,159,-46738.95,-29714.27,ColumnPad,6,C,R04+,-48566.616,-30688.649,4,6,C,-6829.978,-30189.608,157.5,37.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_31_+,21,-6829.978,-30189.608
XCC,XCC366,183,-44088.95,-34304.21,ColumnPad,7,C,R04+,-45916.616,-35278.584,4,7,C,-4179.978,-34779.542,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_55_+,21,-4179.978,-34779.542
XCC,XCC414,207,-41438.95,-38894.14,ColumnPad,8,C,R04+,-43266.616,-39868.519,4,8,C,-1529.978,-39369.477,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_15_+,20,-1529.978,-39369.477
XCC,XCC462,231,-38788.95,-43484.07,ColumnPad,9,C,R04+,-40616.616,-44458.453,4,9,C,1120.022,-43959.412,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_39_+,20,1120.022,-43959.412
XCC,XCC510,255,-36138.95,-48074.01,ColumnPad,10,C,R04+,-37966.616,-49048.388,4,10,C,3770.022,-48549.346,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_63_+,20,3770.022,-48549.346
XCC,XCC558,279,-33488.95,-52663.94,ColumnPad,11,C,R04+,-35316.616,-53638.323,4,11,C,6420.022,-53139.281,112.5,-7.5,150ghz,LLNY_B2,6,SQ_22,SQ_22_Ch_55_+,22,6420.022,-53139.281
XAC,XAC031,,29056.16,55334.25,ColumnPad,0,A,R04-,29056.158,56984.248,4,0,A,9070.022,21009.739,157.5,277.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_15_-,2,9070.022,21009.739
XAC,XAC079,,24136.16,55334.25,ColumnPad,1,A,R04-,24136.158,56984.248,4,1,A,3770.022,21009.739,112.5,232.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_39_-,2,3770.022,21009.739
XAC,XAC127,,18836.16,55334.25,ColumnPad,2,A,R04-,18836.158,56984.248,4,2,A,-1529.978,21009.739,157.5,277.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_63_-,2,-1529.978,21009.739
XAC,XAC175,,13536.16,55334.25,ColumnPad,3,A,R04-,13536.158,56984.248,4,3,A,-6829.978,21009.739,112.5,232.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_39_-,4,-6829.978,21009.739
XAC,XAC223,,8236.16,55334.25,ColumnPad,4,A,R04-,8236.158,56984.248,4,4,A,-12129.978,21009.739,157.5,277.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_63_-,4,-12129.978,21009.739
XAC,XAC271,,2936.16,55334.25,ColumnPad,5,A,R04-,2936.158,56984.248,4,5,A,-17429.978,21009.739,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_23_-,1,-17429.978,21009.739
XAC,XAC319,,-2363.84,55334.25,ColumnPad,6,A,R04-,-2363.842,56984.248,4,6,A,-22729.978,21009.739,157.5,277.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_47_-,1,-22729.978,21009.739
XAC,XAC367,,-7663.84,55334.25,ColumnPad,7,A,R04-,-7663.842,56984.248,4,7,A,-28029.978,21009.739,112.5,232.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_7_-,4,-28029.978,21009.739
XAC,XAC415,,-12963.84,55334.25,ColumnPad,8,A,R04-,-12963.842,56984.248,4,8,A,-33329.978,21009.739,157.5,277.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_31_-,4,-33329.978,21009.739
XAC,XAC463,,-18263.84,55334.25,ColumnPad,9,A,R04-,-18263.842,56984.248,4,9,A,-38629.978,21009.739,112.5,232.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_7_-,0,-38629.978,21009.739
XAC,XAC511,,-23563.84,55334.25,ColumnPad,10,A,R04-,-23563.842,56984.248,4,10,A,-43929.978,21009.739,157.5,277.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_31_-,0,-43929.978,21009.739
XAC,XAC559,,-28863.84,55334.25,ColumnPad,11,A,R04-,-28863.842,56984.248,4,11,A,-49229.978,21009.739,112.5,232.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_55_-,0,-49229.978,21009.739
XBC,XBC 31.00,,33392.79,-52830.5,ColumnPad,0,B,R04-,34821.728,-53655.495,4,0,B,13659.956,-18359.739,157.5,157.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_15_-,24,13659.956,-18359.739
XBC,XBC 79.00,,35852.79,-48569.65,ColumnPad,1,B,R04-,37281.728,-49394.65,4,1,B,16309.956,-13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_7_-,19,16309.956,-13769.804
XBC,XBC 127.00,,38502.79,-43979.72,ColumnPad,2,B,R04-,39931.728,-44804.716,4,2,B,18959.956,-9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_31_-,19,18959.956,-9179.869
XBC,XBC 175.00,,41152.79,-39389.78,ColumnPad,3,B,R04-,42581.728,-40214.781,4,3,B,21609.956,-4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_55_-,19,21609.956,-4589.935
XBC,XBC 223.00,,43802.79,-34799.85,ColumnPad,4,B,R04-,45231.728,-35624.846,4,4,B,24259.956,0,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_15_-,18,24259.956,0
XBC,XBC 271.00,,46452.79,-30209.91,ColumnPad,5,B,R04-,47881.728,-31034.912,4,5,B,26909.956,4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_39_-,18,26909.956,4589.935
XBC,XBC 319.00,,49102.79,-25619.98,ColumnPad,6,B,R04-,50531.728,-26444.977,4,6,B,29559.956,9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_63_-,18,29559.956,9179.869
XBC,XBC 367.00,,51752.79,-21030.04,ColumnPad,7,B,R04-,53181.728,-21855.043,4,7,B,32209.956,13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_23_-,17,32209.956,13769.804
XBC,XBC 415.00,,54402.79,-16440.11,ColumnPad,8,B,R04-,55831.728,-17265.108,4,8,B,34859.956,18359.739,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_47_-,17,34859.956,18359.739
XBC,XBC 463.00,,57052.79,-11850.18,ColumnPad,9,B,R04-,58481.728,-12675.173,4,9,B,37509.956,22949.673,112.5,112.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_7_-,16,37509.956,22949.673
XBC,XBC 511.00,,59702.79,-7260.24,ColumnPad,10,B,R04-,61131.728,-8085.239,4,10,B,40159.956,27539.608,157.5,157.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_31_-,16,40159.956,27539.608
XBC,XBC 559.00,,62352.79,-2670.31,ColumnPad,11,B,R04-,63781.728,-3495.304,4,11,B,42809.956,32129.542,112.5,112.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_55_-,16,42809.956,32129.542
XCC,XCC031,,-62448.95,-2503.75,ColumnPad,0,C,R04-,-63877.886,-3328.753,4,0,C,-22729.978,-2650,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_15_-,15,-22729.978,-2650
XCC,XCC079,,-59988.95,-6764.6,ColumnPad,1,C,R04-,-61417.886,-7589.598,4,1,C,-20079.978,-7239.935,112.5,-7.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_39_-,15,-20079.978,-7239.935
XCC,XCC127,,-57338.95,-11354.53,ColumnPad,2,C,R04-,-58767.886,-12179.533,4,2,C,-17429.978,-11829.869,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_63_-,15,-17429.978,-11829.869
XCC,XCC175,,-54688.95,-15944.47,ColumnPad,3,C,R04-,-56117.886,-16769.467,4,3,C,-14779.978,-16419.804,112.5,-7.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_23_-,14,-14779.978,-16419.804
XCC,XCC223,,-52038.95,-20534.4,ColumnPad,4,C,R04-,-53467.886,-21359.402,4,4,C,-12129.978,-21009.739,157.5,37.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_47_-,14,-12129.978,-21009.739
XCC,XCC271,,-49388.95,-25124.34,ColumnPad,5,C,R04-,-50817.886,-25949.337,4,5,C,-9479.978,-25599.673,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_7_-,21,-9479.978,-25599.673
XCC,XCC319,,-46738.95,-29714.27,ColumnPad,6,C,R04-,-48167.886,-30539.271,4,6,C,-6829.978,-30189.608,157.5,37.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_31_-,21,-6829.978,-30189.608
XCC,XCC367,,-44088.95,-34304.21,ColumnPad,7,C,R04-,-45517.886,-35129.206,4,7,C,-4179.978,-34779.542,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_55_-,21,-4179.978,-34779.542
XCC,XCC415,,-41438.95,-38894.14,ColumnPad,8,C,R04-,-42867.886,-39719.14,4,8,C,-1529.978,-39369.477,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_15_-,20,-1529.978,-39369.477
XCC,XCC463,,-38788.95,-43484.07,ColumnPad,9,C,R04-,-40217.886,-44309.075,4,9,C,1120.022,-43959.412,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_39_-,20,1120.022,-43959.412
XCC,XCC511,,-36138.95,-48074.01,ColumnPad,10,C,R04-,-37567.886,-48899.01,4,10,C,3770.022,-48549.346,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_63_-,20,3770.022,-48549.346
XCC,XCC559,,-33488.95,-52663.94,ColumnPad,11,C,R04-,-34917.886,-53488.944,4,11,C,6420.022,-53139.281,112.5,-7.5,150ghz,LLNY_B2,6,SQ_22,SQ_22_Ch_55_-,22,6420.022,-53139.281
XAC,XAC034,17,28776.16,55334.25,ColumnPad,0,A,R03+,28846.158,57404.248,3,0,A,6420.022,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_17_+,2,6420.022,16419.804
XAC,XAC082,41,23856.16,55334.25,ColumnPad,1,A,R03+,23926.158,57404.248,3,1,A,1120.022,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_41_+,2,1120.022,16419.804
XAC,XAC130,65,18556.16,55334.25,ColumnPad,2,A,R03+,18626.158,57404.248,3,2,A,-4179.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_05,SQ_05_Ch_1_+,3,-4179.978,16419.804
XAC,XAC178,89,13256.16,55334.25,ColumnPad,3,A,R03+,13326.158,57404.248,3,3,A,-9479.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_41_+,4,-9479.978,16419.804
XAC,XAC226,113,7956.16,55334.25,ColumnPad,4,A,R03+,8026.158,57404.248,3,4,A,-14779.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_1_+,1,-14779.978,16419.804
XAC,XAC274,137,2656.16,55334.25,ColumnPad,5,A,R03+,2726.158,57404.248,3,5,A,-20079.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_25_+,1,-20079.978,16419.804
XAC,XAC322,161,-2643.84,55334.25,ColumnPad,6,A,R03+,-2573.842,57404.248,3,6,A,-25379.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_49_+,1,-25379.978,16419.804
XAC,XAC370,185,-7943.84,55334.25,ColumnPad,7,A,R03+,-7873.842,57404.248,3,7,A,-30679.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_9_+,4,-30679.978,16419.804
XAC,XAC418,209,-13243.84,55334.25,ColumnPad,8,A,R03+,-13173.842,57404.248,3,8,A,-35979.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_03,SQ_03_Ch_49_+,5,-35979.978,16419.804
XAC,XAC466,233,-18543.84,55334.25,ColumnPad,9,A,R03+,-18473.842,57404.248,3,9,A,-41279.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_9_+,0,-41279.978,16419.804
XAC,XAC514,257,-23843.84,55334.25,ColumnPad,10,A,R03+,-23773.842,57404.248,3,10,A,-46579.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_33_+,0,-46579.978,16419.804
XAC,XAC562,281,-29143.84,55334.25,ColumnPad,11,A,R03+,-29073.842,57404.248,3,11,A,-51879.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_57_+,0,-51879.978,16419.804
XBC,XBC 34.00,17,33532.79,-52588.01,ColumnPad,0,B,R03+,35290.458,-53683.63,3,0,B,11009.956,-13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_17_+,24,11009.956,-13769.804
XBC,XBC 82.00,41,35992.79,-48327.17,ColumnPad,1,B,R03+,37750.458,-49422.785,3,1,B,13659.956,-9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_9_+,19,13659.956,-9179.869
XBC,XBC 130.00,65,38642.79,-43737.23,ColumnPad,2,B,R03+,40400.458,-44832.85,3,2,B,16309.956,-4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_33_+,19,16309.956,-4589.935
XBC,XBC 178.00,89,41292.79,-39147.3,ColumnPad,3,B,R03+,43050.458,-40242.916,3,3,B,18959.956,0,157.5,157.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_57_+,19,18959.956,0
XBC,XBC 226.00,113,43942.79,-34557.36,ColumnPad,4,B,R03+,45700.458,-35652.981,3,4,B,21609.956,4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_17_+,18,21609.956,4589.935
XBC,XBC 274.00,137,46592.79,-29967.43,ColumnPad,5,B,R03+,48350.458,-31063.046,3,5,B,24259.956,9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_41_+,18,24259.956,9179.869
XBC,XBC 322.00,161,49242.79,-25377.49,ColumnPad,6,B,R03+,51000.458,-26473.112,3,6,B,26909.956,13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_1_+,17,26909.956,13769.804
XBC,XBC 370.00,185,51892.79,-20787.56,ColumnPad,7,B,R03+,53650.458,-21883.177,3,7,B,29559.956,18359.739,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_25_+,17,29559.956,18359.739
XBC,XBC 418.00,209,54542.79,-16197.62,ColumnPad,8,B,R03+,56300.458,-17293.243,3,8,B,32209.956,22949.673,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_49_+,17,32209.956,22949.673
XBC,XBC 466.00,233,57192.79,-11607.69,ColumnPad,9,B,R03+,58950.458,-12703.308,3,9,B,34859.956,27539.608,157.5,157.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_9_+,16,34859.956,27539.608
XBC,XBC 514.00,257,59842.79,-7017.75,ColumnPad,10,B,R03+,61600.458,-8113.373,3,10,B,37509.956,32129.542,112.5,112.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_33_+,16,37509.956,32129.542
XBC,XBC 562.00,281,62492.79,-2427.82,ColumnPad,11,B,R03+,64250.458,-3523.439,3,11,B,40159.956,36719.477,157.5,157.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_57_+,16,40159.956,36719.477
XCC,XCC034,17,-62308.95,-2746.24,ColumnPad,0,C,R03+,-64136.616,-3720.618,3,0,C,-17429.978,-2650,112.5,-7.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_17_+,15,-17429.978,-2650
XCC,XCC082,41,-59848.95,-7007.08,ColumnPad,1,C,R03+,-61676.616,-7981.463,3,1,C,-14779.978,-7239.935,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_41_+,15,-14779.978,-7239.935
XCC,XCC130,65,-57198.95,-11597.02,ColumnPad,2,C,R03+,-59026.616,-12571.398,3,2,C,-12129.978,-11829.869,112.5,-7.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_1_+,14,-12129.978,-11829.869
XCC,XCC178,89,-54548.95,-16186.95,ColumnPad,3,C,R03+,-56376.616,-17161.333,3,3,C,-9479.978,-16419.804,157.5,37.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_25_+,14,-9479.978,-16419.804
XCC,XCC226,113,-51898.95,-20776.89,ColumnPad,4,C,R03+,-53726.616,-21751.267,3,4,C,-6829.978,-21009.739,112.5,-7.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_49_+,14,-6829.978,-21009.739
XCC,XCC274,137,-49248.95,-25366.82,ColumnPad,5,C,R03+,-51076.616,-26341.202,3,5,C,-4179.978,-25599.673,157.5,37.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_9_+,21,-4179.978,-25599.673
XCC,XCC322,161,-46598.95,-29956.76,ColumnPad,6,C,R03+,-48426.616,-30931.137,3,6,C,-1529.978,-30189.608,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_33_+,21,-1529.978,-30189.608
XCC,XCC370,185,-43948.95,-34546.69,ColumnPad,7,C,R03+,-45776.616,-35521.071,3,7,C,1120.022,-34779.542,157.5,37.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_57_+,21,1120.022,-34779.542
XCC,XCC418,209,-41298.95,-39136.63,ColumnPad,8,C,R03+,-43126.616,-40111.006,3,8,C,3770.022,-39369.477,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_17_+,20,3770.022,-39369.477
XCC,XCC466,233,-38648.95,-43726.56,ColumnPad,9,C,R03+,-40476.616,-44700.94,3,9,C,6420.022,-43959.412,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_41_+,20,6420.022,-43959.412
XCC,XCC514,257,-35998.95,-48316.5,ColumnPad,10,C,R03+,-37826.616,-49290.875,3,10,C,9070.022,-48549.346,112.5,-7.5,150ghz,LLNY_B2,6,SQ_22,SQ_22_Ch_33_+,22,9070.022,-48549.346
XCC,XCC562,281,-33348.95,-52906.43,ColumnPad,11,C,R03+,-35176.616,-53880.81,3,11,C,11720.022,-53139.281,157.5,37.5,150ghz,LLNY_B2,6,SQ_22,SQ_22_Ch_57_+,22,11720.022,-53139.281
XAC,XAC035,,28776.16,55334.25,ColumnPad,0,A,R03-,28776.158,56984.248,3,0,A,6420.022,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_17_-,2,6420.022,16419.804
XAC,XAC083,,23856.16,55334.25,ColumnPad,1,A,R03-,23856.158,56984.248,3,1,A,1120.022,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_41_-,2,1120.022,16419.804
XAC,XAC131,,18556.16,55334.25,ColumnPad,2,A,R03-,18556.158,56984.248,3,2,A,-4179.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_05,SQ_05_Ch_1_-,3,-4179.978,16419.804
XAC,XAC179,,13256.16,55334.25,ColumnPad,3,A,R03-,13256.158,56984.248,3,3,A,-9479.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_41_-,4,-9479.978,16419.804
XAC,XAC227,,7956.16,55334.25,ColumnPad,4,A,R03-,7956.158,56984.248,3,4,A,-14779.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_1_-,1,-14779.978,16419.804
XAC,XAC275,,2656.16,55334.25,ColumnPad,5,A,R03-,2656.158,56984.248,3,5,A,-20079.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_25_-,1,-20079.978,16419.804
XAC,XAC323,,-2643.84,55334.25,ColumnPad,6,A,R03-,-2643.842,56984.248,3,6,A,-25379.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_49_-,1,-25379.978,16419.804
XAC,XAC371,,-7943.84,55334.25,ColumnPad,7,A,R03-,-7943.842,56984.248,3,7,A,-30679.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_9_-,4,-30679.978,16419.804
XAC,XAC419,,-13243.84,55334.25,ColumnPad,8,A,R03-,-13243.842,56984.248,3,8,A,-35979.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_03,SQ_03_Ch_49_-,5,-35979.978,16419.804
XAC,XAC467,,-18543.84,55334.25,ColumnPad,9,A,R03-,-18543.842,56984.248,3,9,A,-41279.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_9_-,0,-41279.978,16419.804
XAC,XAC515,,-23843.84,55334.25,ColumnPad,10,A,R03-,-23843.842,56984.248,3,10,A,-46579.978,16419.804,112.5,232.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_33_-,0,-46579.978,16419.804
XAC,XAC563,,-29143.84,55334.25,ColumnPad,11,A,R03-,-29143.842,56984.248,3,11,A,-51879.978,16419.804,157.5,277.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_57_-,0,-51879.978,16419.804
XBC,XBC 35.00,,33532.79,-52588.01,ColumnPad,0,B,R03-,34961.728,-53413.008,3,0,B,11009.956,-13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_17_-,24,11009.956,-13769.804
XBC,XBC 83.00,,35992.79,-48327.17,ColumnPad,1,B,R03-,37421.728,-49152.163,3,1,B,13659.956,-9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_9_-,19,13659.956,-9179.869
XBC,XBC 131.00,,38642.79,-43737.23,ColumnPad,2,B,R03-,40071.728,-44562.229,3,2,B,16309.956,-4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_33_-,19,16309.956,-4589.935
XBC,XBC 179.00,,41292.79,-39147.3,ColumnPad,3,B,R03-,42721.728,-39972.294,3,3,B,18959.956,0,157.5,157.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_57_-,19,18959.956,0
XBC,XBC 227.00,,43942.79,-34557.36,ColumnPad,4,B,R03-,45371.728,-35382.359,3,4,B,21609.956,4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_17_-,18,21609.956,4589.935
XBC,XBC 275.00,,46592.79,-29967.43,ColumnPad,5,B,R03-,48021.728,-30792.425,3,5,B,24259.956,9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_41_-,18,24259.956,9179.869
XBC,XBC 323.00,,49242.79,-25377.49,ColumnPad,6,B,R03-,50671.728,-26202.49,3,6,B,26909.956,13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_1_-,17,26909.956,13769.804
XBC,XBC 371.00,,51892.79,-20787.56,ColumnPad,7,B,R03-,53321.728,-21612.555,3,7,B,29559.956,18359.739,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_25_-,17,29559.956,18359.739
XBC,XBC 419.00,,54542.79,-16197.62,ColumnPad,8,B,R03-,55971.728,-17022.621,3,8,B,32209.956,22949.673,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_49_-,17,32209.956,22949.673
XBC,XBC 467.00,,57192.79,-11607.69,ColumnPad,9,B,R03-,58621.728,-12432.686,3,9,B,34859.956,27539.608,157.5,157.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_9_-,16,34859.956,27539.608
